id,target
10097,0
11150,0
11596,0
11007,1
10120,0
11076,0
11894,0
11541,0
11071,0
10566,0
11289,0
10303,0
11577,0
11066,0
10967,0
11283,0
11837,1
10100,0
11044,0
11925,0
11002,0
11532,0
11668,0
10668,0
10890,0
11205,0
11511,0
11114,0
10271,0
11582,0
11023,0
11259,0
11286,0
10915,0
11873,0
11455,0
11943,0
10044,0
10110,0
10364,1
10808,1
10927,0
10698,0
11804,1
10536,0
10902,0
11863,0
11834,0
11452,0
10688,1
11256,1
10379,0
11814,0
11632,0
11759,0
10143,0
10308,0
10190,0
11496,1
11755,1
11645,0
10526,0
11490,0
11405,0
10708,0
11776,0
10187,0
10297,0
11627,0
10156,0
11610,0
11309,1
10758,0
10183,0
10416,0
11078,0
11103,0
11568,0
10742,0
10309,0
10255,0
10318,0
10148,0
11273,1
10149,1
11908,1
11397,0
10626,0
10971,0
10644,0
11210,0
11593,0
11729,0
11221,0
11135,0
10166,0
11015,0
10219,0
10180,0
11085,0
11671,0
10608,0
10553,0
10216,0
10866,0
10306,0
10101,0
10577,0
10376,0
11198,0
10670,0
10123,0
10010,0
10168,0
11476,0
11443,0
10939,0
11649,0
10061,0
10112,0
11852,0
11752,0
10494,0
11271,1
10783,0
10145,0
11805,0
11206,1
10046,0
10558,0
11290,1
11492,0
11468,0
10272,0
10753,0
11067,1
11880,0
10026,0
10954,0
11073,0
10901,0
11713,0
11401,1
11386,0
11395,0
10603,0
10740,0
11132,0
10077,0
11946,0
11266,1
11526,0
10959,0
10444,0
11254,0
10880,0
10722,0
10594,1
11358,0
10990,0
11667,0
10958,0
10003,0
10551,0
11295,0
11564,1
10200,0
11344,0
11747,0
10831,0
11196,0
10951,0
11705,0
10892,0
10660,0
11233,0
11524,0
11597,0
11432,0
11077,0
11314,0
10396,1
11842,0
10322,0
11887,0
10514,0
11628,0
11020,0
11634,0
11742,1
11107,0
11001,0
10179,0
11482,0
11662,0
10777,0
10750,0
10665,0
10154,0
10564,0
10766,0
10085,0
11168,0
11260,0
11682,0
11523,0
10949,0
11011,0
11504,0
11767,0
10423,0
10137,1
10598,0
11751,0
10065,0
11583,0
10542,0
10713,0
11487,1
11871,0
11074,0
11174,1
10502,0
11488,0
10098,0
11166,0
11187,0
11154,0
10263,0
11149,0
11690,0
11826,0
11420,0
10531,0
10081,0
10691,0
11479,0
11764,1
11698,0
11336,0
10292,0
11095,0
10479,0
10888,0
10638,1
10079,0
11277,0
11058,1
10073,0
10259,0
11171,0
11412,0
11639,1
10447,0
11343,0
10270,1
11551,0
11038,1
10917,0
10383,0
11162,0
11169,0
10855,1
11685,0
10928,0
11298,0
10488,0
11041,0
11414,1
11068,0
11475,1
10461,0
10403,0
11622,0
10385,0
11417,0
10294,0
10663,0
10238,0
11251,0
11714,0
11125,0
10282,0
11904,0
10517,0
11624,0
11706,0
10512,0
11178,1
11930,0
11398,1
11833,0
10314,0
10838,0
11916,0
11189,0
10724,0
11383,0
10008,0
11261,0
10818,0
11406,0
10590,1
11870,1
11214,0
10950,0
11334,0
11280,0
11276,0
10689,0
11800,0
10654,0
10160,0
10325,0
10215,0
10158,0
11446,1
11062,0
11936,0
11416,0
11363,0
11407,0
10007,1
10854,0
10213,1
11463,0
10852,0
10169,0
11712,0
10165,1
10836,1
11560,0
11217,0
10437,0
11319,0
10991,0
10291,0
10848,0
11241,0
11591,0
10903,1
10943,0
11620,0
10188,0
11302,0
11778,0
10477,1
10374,0
11057,0
10170,0
11069,0
11028,0
11569,0
11503,0
11579,0
11725,0
10828,1
10094,1
10435,1
10258,0
11327,1
11163,0
10774,0
11133,1
10913,0
11798,0
10445,0
10728,0
10833,0
11542,0
11388,1
10651,0
