id,target
10097,0
11150,1
11596,1
11007,1
10120,1
11076,0
11894,0
11541,1
11071,0
10566,1
11289,1
10303,0
11577,1
11066,0
10967,0
11283,0
11837,1
10100,1
11044,0
11925,0
11002,0
11532,0
11668,1
10668,1
10890,0
11205,0
11511,0
11114,0
10271,0
11582,0
11023,0
11259,0
11286,1
10915,0
11873,0
11455,1
11943,1
10044,1
10110,1
10364,0
10808,1
10927,0
10698,0
11804,0
10536,0
10902,0
11863,0
11834,0
11452,1
10688,1
11256,1
10379,0
11814,0
11632,0
11759,1
10143,0
10308,0
10190,0
11496,1
11755,1
11645,0
10526,0
11490,0
11405,0
10708,1
11776,0
10187,0
10297,0
11627,0
10156,0
11610,0
11309,1
10758,0
10183,0
10416,0
11078,0
11103,1
11568,1
10742,1
10309,0
10255,0
10318,0
10148,1
11273,1
10149,1
11908,0
11397,0
10626,1
10971,0
10644,0
11210,0
11593,1
11729,1
11221,1
11135,0
10166,0
11015,1
10219,1
10180,1
11085,1
11671,1
10608,0
10553,1
10216,0
10866,0
10306,1
10101,1
10577,0
10376,0
11198,1
10670,1
10123,0
10010,0
10168,1
11476,0
11443,1
10939,0
11649,0
10061,0
10112,0
11852,0
11752,0
10494,0
11271,1
10783,0
10145,0
11805,0
11206,1
10046,0
10558,0
11290,0
11492,0
11468,0
10272,1
10753,0
11067,1
11880,1
10026,1
10954,0
11073,0
10901,0
11713,1
11401,1
11386,1
11395,0
10603,0
10740,1
11132,0
10077,0
11946,1
11266,1
11526,0
10959,0
10444,0
11254,0
10880,0
10722,0
10594,1
11358,1
10990,0
11667,0
10958,0
10003,0
10551,0
11295,0
11564,1
10200,0
11344,0
11747,1
10831,0
11196,0
10951,0
11705,0
10892,1
10660,0
11233,1
11524,0
11597,1
11432,1
11077,0
11314,1
10396,1
11842,1
10322,0
11887,0
10514,0
11628,0
11020,0
11634,0
11742,1
11107,1
11001,1
10179,0
11482,0
11662,0
10777,1
10750,0
10665,0
10154,0
10564,0
10766,0
10085,1
11168,1
11260,0
11682,0
11523,1
10949,0
11011,1
11504,0
11767,1
10423,0
10137,1
10598,1
11751,1
10065,0
11583,0
10542,0
10713,1
11487,1
11871,0
11074,0
11174,0
10502,0
11488,0
10098,0
11166,0
11187,0
11154,0
10263,0
11149,0
11690,0
11826,0
11420,0
10531,0
10081,0
10691,0
11479,0
11764,1
11698,0
11336,0
10292,0
11095,1
10479,1
10888,0
10638,1
10079,0
11277,1
11058,1
10073,0
10259,0
11171,0
11412,1
11639,1
10447,0
11343,1
10270,0
11551,0
11038,1
10917,1
10383,0
11162,1
11169,0
10855,1
11685,0
10928,1
11298,0
10488,0
11041,0
11414,1
11068,0
11475,1
10461,0
10403,0
11622,0
10385,1
11417,0
10294,1
10663,0
10238,1
11251,0
11714,1
11125,1
10282,0
11904,0
10517,1
11624,0
11706,1
10512,1
11178,1
11930,0
11398,0
11833,1
10314,0
10838,1
11916,0
11189,1
10724,1
11383,0
10008,0
11261,0
10818,0
11406,0
10590,1
11870,1
11214,0
10950,0
11334,0
11280,0
11276,0
10689,0
11800,1
10654,0
10160,0
10325,0
10215,0
10158,0
11446,1
11062,0
11936,1
11416,0
11363,0
11407,1
10007,1
10854,0
10213,1
11463,0
10852,0
10169,0
11712,1
10165,1
10836,1
11560,0
11217,0
10437,1
11319,1
10991,1
10291,1
10848,1
11241,1
11591,0
10903,1
10943,0
11620,1
10188,0
11302,0
11778,0
10477,1
10374,0
11057,1
10170,0
11069,0
11028,0
11569,0
11503,1
11579,0
11725,0
10828,1
10094,1
10435,0
10258,1
11327,1
11163,0
10774,0
11133,1
10913,1
11798,1
10445,0
10728,0
10833,0
11542,0
11388,1
10651,0
11457,0
10797,1
11678,0
11565,0
10342,0
11130,0
10401,0
11856,1
10279,1
10527,0
11097,0
10871,1
11663,1
11539,0
10348,0
11862,1
10066,0
11427,0
11960,1
10686,0
10733,0
11877,0
10879,0
11773,0
10720,0
10646,1
11929,0
10030,1
10498,1
11535,1
11673,0
10515,0
11050,0
10825,1
11360,0
10086,0
10529,0
11702,1
11616,1
10404,1
11962,0
11969,0
11519,0
11514,1
10157,0
10075,1
11769,0
10240,0
11192,0
11445,0
10887,0
10966,0
11079,1
11606,1
11090,1
11117,1
11436,1
11602,0
11218,1
11424,1
10853,0
11105,0
10017,0
10141,0
11709,0
10933,1
11994,0
11903,0
10453,1
11721,1
11895,0
10480,0
10812,0
10359,0
10629,1
11567,1
11544,0
10896,1
11451,1
10841,1
11774,0
11367,0
11674,1
10005,1
11253,1
10059,0
10241,1
11687,1
10243,0
11746,1
10013,0
10662,1
10358,0
11201,1
10489,1
11572,0
11102,1
11603,0
11382,0
11559,1
11257,1
10596,1
10697,0
10884,0
10999,0
10945,0
10147,1
10672,0
10178,0
11695,1
10846,0
11012,1
11789,1
10429,0
11183,1
10324,0
10920,1
11489,0
10952,1
10031,1
10418,0
10274,0
11354,0
10900,0
11181,0
10519,0
10618,1
11692,1
10250,0
11802,0
10942,0
11421,0
10312,0
10051,0
10029,0
11978,1
10521,0
11106,0
10616,0
10474,0
11022,0
11985,1
10674,0
11112,0
10014,1
11749,0
10716,0
11857,0
11365,1
10439,0
11988,0
10407,0
10530,1
11320,0
10084,0
10730,0
11629,0
10525,0
11860,1
10628,0
11520,0
10181,0
11148,0
10133,1
11750,1
10810,0
10630,0
10384,0
10117,0
10563,1
10236,1
10869,1
10088,0
11231,0
10115,1
11200,0
11139,0
11666,0
11080,1
10022,1
10960,1
10307,1
11402,1
11838,1
11472,0
11480,1
10033,1
11000,0
10513,0
11391,0
10343,0
11466,1
10667,0
11757,0
10411,0
10459,1
11531,1
10377,0
11013,0
11657,1
10473,0
11928,0
11675,1
10071,1
10785,1
10615,0
10266,0
11618,1
11094,0
10015,0
10434,1
10550,0
10372,1
10746,0
11537,0
10087,0
10222,0
10953,0
11024,1
10823,1
10286,0
11557,0
11967,0
10043,1
10060,0
11305,1
11959,1
11768,0
11243,0
10469,0
11527,0
10873,0
11324,0
10678,0
11836,0
10769,0
11161,1
11740,0
11844,0
11458,0
11927,1
11549,0
10114,0
11971,0
11771,1
10965,1
10082,0
11237,0
10504,0
11274,1
11851,1
10000,0
10256,1
10568,0
11587,0
11697,1
10452,1
10237,0
11316,0
10570,1
11831,0
11281,0
11841,0
10116,0
10492,0
11447,1
10664,1
10150,0
10858,0
10493,0
11941,0
11704,0
11876,0
10315,0
10723,0
11763,0
11957,1
11209,0
11242,1
10415,1
11226,1
10979,0
11981,1
10714,0
11878,0
11111,0
10090,0
11115,0
10682,0
11361,0
10131,0
10056,0
11159,0
10860,0
10153,1
11244,1
10895,0
11723,1
11765,1
10805,0
11595,1
10905,1
11021,0
10985,1
10193,0
10363,1
11811,0
11897,1
10002,0
11724,0
11845,1
10782,0
10768,0
10233,0
10844,0
11036,0
10556,0
10549,0
11998,1
11341,0
11470,0
11037,0
11708,0
11369,0
10707,1
11601,1
10983,0
11958,1
11461,0
11914,1
11854,0
10744,0
11143,0
11553,0
10507,0
10201,0
10829,1
10856,0
11104,0
11942,0
10893,1
11995,1
10347,1
11719,0
10683,1
10464,0
10209,0
10109,1
10788,0
10834,1
11817,1
11268,0
10741,0
11347,1
11756,0
11733,1
11234,1
10176,0
11486,0
11033,0
10588,0
10934,0
11963,0
11670,0
10975,1
10576,1
10299,1
11193,0
10362,0
11821,0
10335,1
11096,0
10316,0
10386,0
10731,0
11540,1
10164,0
10197,1
10779,0
11158,1
10373,0
10261,0
11238,0
11098,0
11173,0
10121,1
10757,0
11949,0
10995,0
10703,1
10184,0
10466,1
10622,0
11064,0
11065,0
10509,1
11299,1
11786,1
11400,0
10736,1
11638,0
11137,0
10032,0
10652,1
10837,0
10352,1
10450,0
11832,1
11788,0
11635,0
10410,1
10751,0
11355,0
10038,0
10069,1
10252,0
10311,0
11204,1
10791,1
10648,0
11411,0
10725,0
10557,0
10963,1
10163,1
11686,1
11823,0
11809,0
11703,0
11905,0
10427,0
10421,1
11144,0
11547,0
11792,1
11974,1
11339,1
10425,0
11084,1
11119,0
11027,0
11536,0
11915,0
11385,0
10289,0
10050,0
11730,0
10912,1
10773,1
11453,0
11810,1
11598,1
11340,0
11054,0
11362,0
10191,0
10543,0
10064,0
10102,1
11787,0
10049,0
10175,1
10320,0
10830,0
10864,0
11392,1
10234,0
11879,0
10776,1
10861,0
11898,0
10406,0
10886,0
11108,1
10499,0
11008,0
10440,0
11672,0
11288,0
11791,0
11589,1
11979,1
10408,0
11660,1
10614,1
11303,1
10422,0
10441,0
10128,0
11419,0
10269,0
10998,0
10249,1
11993,1
11387,1
11113,0
11160,0
10872,1
10195,1
11819,0
11220,0
10538,1
11899,1
10795,0
11297,0
10203,1
10194,1
11659,0
10058,0
10976,1
10319,1
10911,1
10931,1
11082,0
11404,0
11433,0
10980,0
11731,0
11741,1
11521,0
10865,0
10220,1
10024,1
10575,0
11869,1
10889,0
10132,1
11600,0
10093,1
10339,0
10593,0
10532,0
10230,0
10862,0
10106,0
11509,0
10675,1
10673,1
10134,1
11431,1
10313,0
11931,0
10641,0
10012,0
10458,0
10780,1
11970,1
10055,0
11126,1
11766,0
10973,1
10275,0
11118,1
10794,0
11089,0
11136,0
10276,0
11293,1
11637,0
10592,0
10523,0
11588,0
11444,1
10221,1
11984,0
10734,0
11715,0
10555,0
11658,1
10161,0
11307,1
11711,1
10283,1
10228,0
10327,1
10561,1
11425,0
10317,1
11034,0
11699,0
11691,0
11350,0
10226,1
10016,1
11500,0
11948,0
10932,1
11051,1
11954,1
10994,0
11525,0
11353,0
10361,0
10063,1
11664,0
11997,0
11304,0
10968,1
11313,0
10350,1
10501,0
11506,1
10442,0
11849,1
11835,0
10624,0
10446,1
10964,0
11396,1
10067,0
10337,0
10817,0
11142,0
11893,0
10468,0
10669,0
10246,0
11202,0
10496,0
11437,0
10559,1
11510,0
10229,0
11129,1
10302,1
10430,0
10205,1
10778,1
10392,1
10802,1
11975,0
11056,0
10969,1
11614,0
11394,0
11465,0
10835,0
11656,0
11045,1
10786,1
11932,0
11780,0
11359,1
10394,0
10772,0
10457,0
11473,0
10680,0
10798,1
11644,0
10948,1
10281,0
11223,1
10472,0
10037,0
11906,1
10696,1
10212,1
11585,1
11681,0
11357,0
11190,0
10793,1
10025,0
10804,0
11822,1
11754,0
10996,1
11924,0
10842,0
11965,0
11147,1
11099,0
11864,0
11091,0
11677,1
11707,0
11450,0
10130,0
10726,0
10814,0
11886,1
10706,0
10761,0
11356,0
10633,0
11592,0
10816,0
11384,0
11418,0
11710,1
11247,1
11964,1
11278,0
11538,0
10192,0
10881,0
11793,0
10649,0
10482,0
10371,0
10937,1
11185,0
10516,1
10351,0
10508,0
10278,0
11779,0
10581,0
10679,0
11843,0
11918,0
10647,1
11782,0
11830,1
10510,0
11177,0
10560,1
10693,1
10583,1
11399,0
11797,0
11576,0
10095,1
11586,0
11301,0
11770,0
10124,0
11345,0
11529,0
11935,0
10845,0
11092,1
10699,0
11184,0
10070,0
11441,0
10355,0
10239,0
10151,1
11186,0
11816,0
10745,1
11590,0
10042,1
11025,0
10108,0
11581,0
10875,1
11239,1
10467,1
10712,0
10533,1
11901,0
11866,0
11938,0
10047,0
11124,0
11003,1
10354,0
10661,0
11483,0
11848,0
11785,1
11199,0
10072,0
10938,1
11594,0
11456,0
11528,1
11977,0
10811,1
10613,0
10754,0
11415,0
10125,0
10806,0
11145,1
10034,0
11372,0
11643,0
10321,1
10620,0
11075,0
10405,0
11235,0
10676,1
10091,1
11393,0
10909,0
10366,0
11141,1
10431,0
11294,0
11640,1
10330,1
10027,0
11134,1
11689,0
11138,1
10547,0
10607,0
10619,0
10984,0
11227,0
11249,0
11626,0
11477,0
11188,0
11799,0
11884,0
10997,0
11623,1
10582,1
10460,0
10692,1
11131,1
11322,0
10242,0
